idx,sentence,label,fp32_pred,int8_pred,fp32_correct,int8_correct,flipped,fp32_logit_0,fp32_logit_1,int8_logit_0,int8_logit_1,fp32_margin,int8_margin,abs_logit0_diff,abs_logit1_diff
212,"the entire movie is about a boring , sad man being boring and sad . ",0,0,0,True,True,False,1.3916280269622803,-1.4212944507598877,1.1490719318389893,-1.243067979812622,2.812922477722168,2.3921399116516113,0.24255609512329102,0.17822647094726562
213,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,1,1,False,False,False,-0.9447154998779297,0.7286980152130127,-0.8900312781333923,0.7274389863014221,1.6734135150909424,1.6174702644348145,0.054684221744537354,0.0012590289115905762
214,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,0,0,True,True,False,1.891045093536377,-1.7332477569580078,1.3302868604660034,-1.289694905281067,3.6242928504943848,2.6199817657470703,0.5607582330703735,0.4435528516769409
215,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,1,1,True,True,False,-0.4498773515224457,0.22852811217308044,-0.5107725262641907,0.3574826121330261,0.6784054636955261,0.8682551383972168,0.060895174741744995,0.12895449995994568
216,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,1,1,True,True,False,-1.6444488763809204,1.458721399307251,-1.0816106796264648,1.0085808038711548,3.1031702756881714,2.0901914834976196,0.5628381967544556,0.4501405954360962
217,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,0,0,True,True,False,1.1568262577056885,-1.1098313331604004,1.1367123126983643,-1.152130126953125,2.266657590866089,2.2888424396514893,0.02011394500732422,0.04229879379272461
218,"all that 's missing is the spontaneity , originality and delight . ",0,1,1,False,False,False,-1.0781022310256958,0.956475019454956,-1.509656310081482,1.4161585569381714,2.034577250480652,2.9258148670196533,0.43155407905578613,0.45968353748321533
219,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,1,1,True,True,False,-1.5621894598007202,1.474913239479065,-1.3910530805587769,1.2919261455535889,3.037102699279785,2.6829792261123657,0.17113637924194336,0.18298709392547607
220,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,1,1,True,True,False,-1.1128400564193726,0.8373379111289978,-0.8719564080238342,0.685746967792511,1.9501779675483704,1.5577033758163452,0.24088364839553833,0.15159094333648682
221,my reaction in a word : disappointment . ,0,0,0,True,True,False,1.4123717546463013,-1.3509026765823364,1.4262055158615112,-1.3723899126052856,2.7632744312286377,2.798595428466797,0.013833761215209961,0.02148723602294922
222,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,1,1,True,True,False,-2.082766532897949,1.8891518115997314,-1.899287223815918,1.7407420873641968,3.9719183444976807,3.6400293111801147,0.18347930908203125,0.14840972423553467
223,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,1,1,True,True,False,-2.1964595317840576,2.0780749320983887,-1.669808268547058,1.544429898262024,4.274534463882446,3.214238166809082,0.5266512632369995,0.5336450338363647
224,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,1,1,True,True,False,-1.7625422477722168,1.6055729389190674,-1.315186858177185,1.165468454360962,3.368115186691284,2.480655312538147,0.44735538959503174,0.44010448455810547
225,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,1,1,True,True,False,-2.238600730895996,2.0940380096435547,-1.786491870880127,1.6709470748901367,4.332638740539551,3.4574389457702637,0.45210886001586914,0.42309093475341797
226,"of course , by more objective measurements it 's still quite bad . ",0,0,0,True,True,False,2.2235710620880127,-1.86876380443573,1.0698117017745972,-0.9922937154769897,4.092334866523743,2.062105417251587,1.1537593603134155,0.8764700889587402
227,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,1,1,True,True,False,-2.6110384464263916,2.492807626724243,-2.384369373321533,2.335829734802246,5.103846073150635,4.720199108123779,0.2266690731048584,0.15697789192199707
228,it provides an honest look at a community striving to anchor itself in new grounds . ,1,1,1,True,True,False,-2.604935646057129,2.4383480548858643,-2.4080686569213867,2.2555134296417236,5.043283700942993,4.66358208656311,0.1968669891357422,0.18283462524414062
229,this movie seems to have been written using mad-libs . ,0,0,0,True,True,False,2.0376956462860107,-1.9164880514144897,1.6887167692184448,-1.6458697319030762,3.9541836977005005,3.334586501121521,0.3489788770675659,0.2706183195114136
230,reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,1,1,True,True,False,-1.1216957569122314,0.9592164754867554,-1.1510734558105469,0.9643162488937378,2.080912232398987,2.1153897047042847,0.02937769889831543,0.005099773406982422
231,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,1,1,True,True,False,-2.513861894607544,2.360712766647339,-2.059034824371338,1.944600224494934,4.874574661254883,4.003635048866272,0.45482707023620605,0.4161125421524048
232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,0,0,True,True,False,1.3126273155212402,-1.2527620792388916,0.9055275321006775,-0.9424021244049072,2.565389394760132,1.8479296565055847,0.40709978342056274,0.3103599548339844
233,i 'd have to say the star and director are the big problems here . ,0,0,0,True,True,False,0.4250904321670532,-0.46414124965667725,0.3100051283836365,-0.3978087604045868,0.8892316818237305,0.7078138887882233,0.11508530378341675,0.06633248925209045
234,affleck and jackson are good sparring partners . ,1,1,1,True,True,False,-2.217226982116699,2.0928165912628174,-1.9730536937713623,1.8520150184631348,4.310043573379517,3.825068712234497,0.24417328834533691,0.24080157279968262
235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,1,1,True,True,False,-0.618920087814331,0.44238054752349854,-0.15434636175632477,-0.03582696244120598,1.0613006353378296,0.11851939931511879,0.4645737260580063,0.4782075099647045
236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,1,1,True,True,False,-1.0949065685272217,0.8406162261962891,-0.4155377745628357,0.2363486886024475,1.9355227947235107,0.6518864631652832,0.679368793964386,0.6042675375938416
237,a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,0,0,True,True,False,1.9165297746658325,-1.7354106903076172,1.4219716787338257,-1.3012537956237793,3.6519404649734497,2.723225474357605,0.49455809593200684,0.4341568946838379
238,"an occasionally funny , but overall limp , fish-out-of-water story . ",0,1,1,False,False,False,-1.1871528625488281,0.9265499114990234,-0.2477351725101471,0.03370342403650284,2.1137027740478516,0.28143859654664993,0.939417690038681,0.8928464874625206
239,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,1,1,True,True,False,-2.639716386795044,2.443833827972412,-2.378117561340332,2.2150869369506836,5.083550214767456,4.593204498291016,0.2615988254547119,0.22874689102172852
240,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,1,1,True,True,False,-2.052147388458252,2.014310121536255,-1.6955838203430176,1.6771113872528076,4.066457509994507,3.372695207595825,0.3565635681152344,0.33719873428344727
241,it appears that something has been lost in the translation to the screen . ,0,0,0,True,True,False,1.8813343048095703,-1.7004607915878296,1.3044778108596802,-1.2553609609603882,3.5817950963974,2.5598387718200684,0.5768564939498901,0.4450998306274414
242,it all feels like a monty python sketch gone horribly wrong . ,0,0,0,True,True,False,2.382344961166382,-2.139927625656128,2.21933650970459,-2.054755210876465,4.52227258682251,4.274091720581055,0.163008451461792,0.08517241477966309
243,the film tunes into a grief that could lead a man across centuries . ,1,1,1,True,True,False,-1.0792479515075684,0.8730348944664001,-0.9718055725097656,0.7837093472480774,1.9522828459739685,1.755514919757843,0.10744237899780273,0.08932554721832275
244,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,1,1,True,True,False,-2.62111759185791,2.524472236633301,-2.534308910369873,2.413410186767578,5.145589828491211,4.947719097137451,0.08680868148803711,0.11106204986572266
245,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,1,1,True,True,False,-2.299553394317627,2.120506763458252,-1.91383957862854,1.7597901821136475,4.420060157775879,3.6736297607421875,0.3857138156890869,0.3607165813446045
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,1,1,True,True,False,-2.0171728134155273,1.832589030265808,-1.9912077188491821,1.8402079343795776,3.8497618436813354,3.8314156532287598,0.025965094566345215,0.007618904113769531
247,"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,0,0,True,True,False,1.1339492797851562,-1.1651880741119385,0.825045645236969,-0.8899807929992676,2.2991373538970947,1.7150264382362366,0.30890363454818726,0.2752072811126709
248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,0,0,False,False,False,1.060642957687378,-0.9869548082351685,0.2730863690376282,-0.3742877244949341,2.0475977659225464,0.6473740935325623,0.7875565886497498,0.6126670837402344
249,huston nails both the glad-handing and the choking sense of hollow despair . ,1,1,1,True,True,False,-0.602830708026886,0.4541301429271698,-0.1267416775226593,-0.04298263043165207,1.0569608509540558,0.08375904709100723,0.4760890305042267,0.49711277335882187
250,one of the more intelligent children 's movies to hit theaters this year . ,1,1,1,True,True,False,-2.454132318496704,2.2724342346191406,-2.2052464485168457,2.0563888549804688,4.726566553115845,4.2616353034973145,0.2488858699798584,0.21604537963867188
251,the film tries too hard to be funny and tries too hard to be hip . ,0,0,0,True,True,False,0.982648491859436,-0.9738380908966064,0.3129558563232422,-0.3871363401412964,1.9564865827560425,0.7000921964645386,0.6696926355361938,0.5867017507553101
252,blanchett 's performance confirms her power once again . ,1,1,1,True,True,False,-2.5752861499786377,2.479780673980713,-2.434744358062744,2.335070848464966,5.055066823959351,4.76981520652771,0.14054179191589355,0.14470982551574707
253,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,1,1,False,False,False,-0.46049731969833374,0.16971617937088013,-0.300599604845047,0.03765678033232689,0.6302134990692139,0.3382563851773739,0.15989771485328674,0.13205939903855324
254,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,0,0,True,True,False,1.302541971206665,-1.243680477142334,0.33117812871932983,-0.4073377251625061,2.546222448348999,0.7385158538818359,0.9713638424873352,0.8363427519798279
255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,0,0,True,True,False,0.6107518672943115,-0.6837846636772156,0.5950995087623596,-0.601510226726532,1.294536530971527,1.1966097354888916,0.015652358531951904,0.0822744369506836
256,rarely has so much money delivered so little entertainment . ,0,0,0,True,True,False,1.3165537118911743,-1.3258394002914429,1.0816081762313843,-1.0879645347595215,2.642393112182617,2.1695727109909058,0.23494553565979004,0.2378748655319214
257,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,0,0,True,True,False,1.5092442035675049,-1.4299678802490234,1.1980372667312622,-1.168656349182129,2.9392120838165283,2.366693615913391,0.3112069368362427,0.26131153106689453
258,`` the time machine '' is a movie that has no interest in itself . ,0,0,0,True,True,False,2.368025779724121,-2.080420970916748,1.7555205821990967,-1.579885721206665,4.448446750640869,3.3354063034057617,0.6125051975250244,0.500535249710083
259,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,1,1,True,True,False,-2.4713430404663086,2.2113986015319824,-2.3675317764282227,2.1912057399749756,4.682741641998291,4.558737516403198,0.10381126403808594,0.020192861557006836
260,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,0,0,True,True,False,0.1615251898765564,-0.40517711639404297,-0.045410122722387314,-0.13017885386943817,0.5667023062705994,0.08476873114705086,0.2069353125989437,0.2749982625246048
261,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,1,1,True,True,False,-2.426424264907837,2.3170101642608643,-2.105229139328003,2.0628039836883545,4.743434429168701,4.168033123016357,0.321195125579834,0.25420618057250977
262,"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,0,0,True,True,False,1.1164166927337646,-1.061983585357666,1.225032091140747,-1.176862120628357,2.1784002780914307,2.401894211769104,0.10861539840698242,0.11487853527069092
263,"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,1,1,True,True,False,-2.801410675048828,2.591377019882202,-2.700916290283203,2.497077703475952,5.39278769493103,5.197993993759155,0.100494384765625,0.09429931640625
264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,0,0,True,True,False,0.8115947842597961,-0.8927553296089172,0.7910507917404175,-0.8644917607307434,1.7043501138687134,1.6555425524711609,0.020543992519378662,0.028263568878173828
265,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,0,0,True,True,False,0.48204612731933594,-0.5119554400444031,0.2739858627319336,-0.35889336466789246,0.994001567363739,0.632879227399826,0.20806026458740234,0.15306207537651062
266,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,0,0,False,False,False,0.2439163476228714,-0.4771430790424347,0.1636059284210205,-0.3409428596496582,0.7210594266653061,0.5045487880706787,0.08031041920185089,0.1362002193927765
267,"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,1,1,False,False,False,-1.2853726148605347,1.0401461124420166,-0.6831457018852234,0.4438056945800781,2.3255187273025513,1.1269513964653015,0.6022269129753113,0.5963404178619385
268,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,0,0,True,True,False,1.4840096235275269,-1.4362688064575195,1.225101113319397,-1.2497926950454712,2.9202784299850464,2.474893808364868,0.2589085102081299,0.18647611141204834
269,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,0,0,True,True,False,0.9734789729118347,-1.0055749416351318,1.1628879308700562,-1.1337485313415527,1.9790539145469666,2.296636462211609,0.18940895795822144,0.1281735897064209
270,dense with characters and contains some thrilling moments . ,1,1,1,True,True,False,-2.7803852558135986,2.587782621383667,-2.622384548187256,2.513171911239624,5.368167877197266,5.13555645942688,0.15800070762634277,0.07461071014404297
271,as unseemly as its title suggests . ,1,0,0,False,False,False,1.747274398803711,-1.6939873695373535,0.9980106353759766,-1.0469096899032593,3.4412617683410645,2.044920325279236,0.7492637634277344,0.6470776796340942
272,it 's like watching a nightmare made flesh . ,0,0,0,True,True,False,0.5942645072937012,-0.5838176012039185,0.6406520009040833,-0.6318989396095276,1.1780821084976196,1.2725509405136108,0.04638749361038208,0.04808133840560913
273,"minority report is exactly what the title indicates , a report . ",1,0,0,False,False,False,0.4347500503063202,-0.5308262705802917,0.2713458836078644,-0.39829546213150024,0.9655763208866119,0.6696413457393646,0.1634041666984558,0.1325308084487915
274,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,1,1,False,False,False,-1.1755380630493164,0.9308030009269714,-1.2894567251205444,1.073681116104126,2.106341063976288,2.3631378412246704,0.11391866207122803,0.14287811517715454
275,"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,1,1,True,True,False,-2.7917416095733643,2.5990192890167236,-2.721654176712036,2.5636589527130127,5.390760898590088,5.285313129425049,0.07008743286132812,0.03536033630371094
276,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,1,1,True,True,False,-1.6213425397872925,1.404498815536499,-1.5986179113388062,1.406947135925293,3.0258413553237915,3.005565047264099,0.022724628448486328,0.0024483203887939453
277,"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,1,1,True,True,False,-2.329824924468994,2.152592658996582,-1.7624307870864868,1.665040373802185,4.482417583465576,3.427471160888672,0.5673941373825073,0.487552285194397
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,0,0,True,True,False,1.117939829826355,-1.22321355342865,0.65864497423172,-0.8103146553039551,2.341153383255005,1.468959629535675,0.459294855594635,0.4128988981246948
279,... with `` the bourne identity '' we return to the more traditional action genre . ,1,1,1,True,True,False,-0.948488712310791,0.8137397170066833,-0.7942479848861694,0.7220867872238159,1.7622284293174744,1.5163347721099854,0.15424072742462158,0.09165292978286743
280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,1,1,True,True,False,-2.6901140213012695,2.5019233226776123,-2.593686580657959,2.4497385025024414,5.192037343978882,5.0434250831604,0.09642744064331055,0.0521848201751709
281,chokes on its own depiction of upper-crust decorum . ,0,0,0,True,True,False,1.9433696269989014,-1.7985539436340332,1.556802749633789,-1.4991698265075684,3.7419235706329346,3.0559725761413574,0.3865668773651123,0.29938411712646484
282,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,1,1,True,True,False,-0.374013215303421,0.2393275797367096,-0.2976701855659485,0.18468260765075684,0.6133407950401306,0.4823527932167053,0.07634302973747253,0.05464497208595276
283,a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,1,1,True,True,False,-2.466046094894409,2.285257577896118,-2.1380200386047363,2.007469654083252,4.751303672790527,4.145489692687988,0.32802605628967285,0.2777879238128662
284,directed in a paint-by-numbers manner . ,0,1,1,False,False,False,-0.7768594026565552,0.5520027279853821,-0.6305078864097595,0.3256346881389618,1.3288621306419373,0.9561425745487213,0.14635151624679565,0.2263680398464203
285,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,0,0,True,True,False,0.5213793516159058,-0.5874086022377014,0.5055129528045654,-0.572195827960968,1.1087879538536072,1.0777087807655334,0.015866398811340332,0.015212774276733398
286,"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,1,1,True,True,False,-2.437512159347534,2.344005584716797,-2.019711971282959,1.9619756937026978,4.781517744064331,3.9816876649856567,0.4178001880645752,0.3820298910140991
287,"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,1,1,True,True,False,-2.3889105319976807,2.256166696548462,-1.877501130104065,1.8021328449249268,4.645077228546143,3.6796339750289917,0.5114094018936157,0.45403385162353516
288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,1,1,True,True,False,-2.087048292160034,1.9082242250442505,-1.28548002243042,1.0990643501281738,3.9952725172042847,2.3845443725585938,0.8015682697296143,0.8091598749160767
289,cool ? ,1,1,1,True,True,False,-0.2636343538761139,0.020725393667817116,-0.210275337100029,0.011829056777060032,0.284359747543931,0.22210439387708902,0.0533590167760849,0.008896336890757084
290,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,1,1,True,True,False,-2.6552672386169434,2.4410130977630615,-2.4855692386627197,2.3273727893829346,5.096280336380005,4.812942028045654,0.16969799995422363,0.11364030838012695
291,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,0,1,True,False,True,0.2216578871011734,-0.36530256271362305,-0.13619130849838257,-0.04057924821972847,0.5869604498147964,0.0956120602786541,0.35784919559955597,0.3247233144938946
292,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,1,1,False,False,False,-1.870559811592102,1.6431266069412231,-1.7516189813613892,1.5258102416992188,3.513686418533325,3.277429223060608,0.11894083023071289,0.1173163652420044
293,"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,1,1,True,True,False,-2.108048915863037,1.9299989938735962,-1.7074251174926758,1.5135020017623901,4.038047909736633,3.220927119255066,0.40062379837036133,0.41649699211120605
294,"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,1,1,True,True,False,-2.1028027534484863,1.9942578077316284,-1.8044222593307495,1.6918654441833496,4.097060561180115,3.496287703514099,0.2983804941177368,0.3023923635482788
295,jones ... does offer a brutal form of charisma . ,1,1,1,True,True,False,-1.8537391424179077,1.6779688596725464,-1.1486718654632568,0.9788843393325806,3.531708002090454,2.1275562047958374,0.7050672769546509,0.6990845203399658
296,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,0,0,True,True,False,1.67508065700531,-1.4898298978805542,0.561185359954834,-0.5222858190536499,3.1649105548858643,1.0834711790084839,1.113895297050476,0.9675440788269043
297,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,1,1,True,True,False,-2.491264581680298,2.2956528663635254,-2.0276384353637695,1.8529794216156006,4.786917448043823,3.88061785697937,0.4636261463165283,0.4426734447479248
298,serving sara does n't serve up a whole lot of laughs . ,0,0,0,True,True,False,1.9628034830093384,-1.7572548389434814,1.6744530200958252,-1.5548547506332397,3.72005832195282,3.229307770729065,0.2883504629135132,0.2024000883102417
299,"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,1,1,True,True,False,-1.5876973867416382,1.506098747253418,-1.5638560056686401,1.5020804405212402,3.093796133995056,3.0659364461898804,0.023841381072998047,0.004018306732177734
300,"fun , flip and terribly hip bit of cinematic entertainment . ",1,1,1,True,True,False,-2.6802425384521484,2.605781316757202,-2.5970847606658936,2.5071442127227783,5.286023855209351,5.104228973388672,0.08315777778625488,0.09863710403442383
301,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,1,1,False,False,False,-0.23930613696575165,0.09389235079288483,-0.41394150257110596,0.24244557321071625,0.3331984877586365,0.6563870757818222,0.1746353656053543,0.14855322241783142
302,the wild thornberrys movie is a jolly surprise . ,1,1,1,True,True,False,-2.1190879344940186,2.0871963500976562,-1.8173787593841553,1.8089723587036133,4.206284284591675,3.6263511180877686,0.3017091751098633,0.27822399139404297
303,"entertains by providing good , lively company . ",1,1,1,True,True,False,-2.7793052196502686,2.6107139587402344,-2.6868324279785156,2.5681936740875244,5.390019178390503,5.25502610206604,0.09247279167175293,0.04252028465270996
304,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,1,1,True,True,False,-2.667480230331421,2.4877309799194336,-2.4491539001464844,2.3308043479919434,5.1552112102508545,4.779958248138428,0.21832633018493652,0.15692663192749023
305,what was once original has been co-opted so frequently that it now seems pedestrian . ,0,0,0,True,True,False,1.428779125213623,-1.3314231634140015,0.7172423601150513,-0.7407190203666687,2.7602022886276245,1.45796138048172,0.7115367650985718,0.5907041430473328
306,the story and structure are well-honed . ,1,1,1,True,True,False,-2.6419677734375,2.4602913856506348,-2.474020004272461,2.3111798763275146,5.102259159088135,4.785199880599976,0.16794776916503906,0.14911150932312012
307,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",1,1,1,True,True,False,-2.6601693630218506,2.4917571544647217,-2.5352370738983154,2.3614001274108887,5.151926517486572,4.896637201309204,0.12493228912353516,0.130357027053833
308,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,1,1,1,True,True,False,-2.4312658309936523,2.2632193565368652,-2.353635787963867,2.1882059574127197,4.694485187530518,4.541841745376587,0.07763004302978516,0.07501339912414551
309,the second coming of harry potter is a film far superior to its predecessor . ,1,1,1,True,True,False,-2.045865058898926,1.9065377712249756,-1.7993236780166626,1.7031512260437012,3.9524028301239014,3.5024749040603638,0.24654138088226318,0.20338654518127441
310,"if you can stomach the rough content , it 's worth checking out for the performances alone . ",1,1,1,True,True,False,-1.2417048215866089,1.0322209596633911,-1.1378836631774902,0.9286671280860901,2.27392578125,2.0665507912635803,0.10382115840911865,0.10355383157730103
311,"a warm , funny , engaging film . ",1,1,1,True,True,False,-2.794632911682129,2.624023914337158,-2.735625743865967,2.570974588394165,5.418656826019287,5.306600332260132,0.05900716781616211,0.053049325942993164
312,i 'll bet the video game is a lot more fun than the film . ,0,1,1,False,False,False,-1.8747814893722534,1.7222799062728882,-1.4647817611694336,1.2905750274658203,3.5970613956451416,2.755356788635254,0.4099997282028198,0.43170487880706787
313,the best film about baseball to hit theaters since field of dreams . ,1,1,1,True,True,False,-2.5850393772125244,2.3931846618652344,-2.3523964881896973,2.162304162979126,4.978224039077759,4.514700651168823,0.23264288902282715,0.2308804988861084
314,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,1,1,True,True,False,-2.463850975036621,2.3861324787139893,-2.0870883464813232,2.0288712978363037,4.84998345375061,4.115959644317627,0.37676262855529785,0.35726118087768555
315,"complete lack of originality , cleverness or even visible effort ",0,0,0,True,True,False,2.5821163654327393,-2.2193503379821777,2.354076385498047,-2.0069379806518555,4.801466703414917,4.361014366149902,0.22803997993469238,0.21241235733032227
316,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,1,1,True,True,False,-2.6573543548583984,2.5691442489624023,-2.349339723587036,2.3177003860473633,5.226498603820801,4.667040109634399,0.3080146312713623,0.25144386291503906
317,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1,1,1,True,True,False,-2.738703489303589,2.5789201259613037,-2.493640184402466,2.3645448684692383,5.317623615264893,4.858185052871704,0.24506330490112305,0.21437525749206543
318,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0,1,1,False,False,False,-1.4954110383987427,1.4039690494537354,-1.4274873733520508,1.3835138082504272,2.899380087852478,2.811001181602478,0.0679236650466919,0.020455241203308105
319,too much of it feels unfocused and underdeveloped . ,0,0,0,True,True,False,2.479552984237671,-2.244929313659668,2.0892181396484375,-1.9084721803665161,4.724482297897339,3.9976903200149536,0.3903348445892334,0.33645713329315186
320,a deep and meaningful film . ,1,1,1,True,True,False,-2.7455601692199707,2.5787057876586914,-2.6480517387390137,2.5046417713165283,5.324265956878662,5.152693510055542,0.09750843048095703,0.07406401634216309
321,but it could have been worse . ,0,0,0,True,True,False,1.35657799243927,-1.284984827041626,1.461896538734436,-1.3794810771942139,2.641562819480896,2.84137761592865,0.10531854629516602,0.09449625015258789
322,that 's pure pr hype . ,0,1,1,False,False,False,-1.3683674335479736,1.1596581935882568,-0.8916838765144348,0.7008165121078491,2.5280256271362305,1.592500388622284,0.4766835570335388,0.4588416814804077
323,a painfully funny ode to bad behavior . ,1,1,1,True,True,False,-1.8290871381759644,1.578410267829895,-1.1476653814315796,0.9193790555000305,3.4074974060058594,2.06704443693161,0.6814217567443848,0.6590312123298645
324,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",1,0,1,False,True,True,0.47036853432655334,-0.4954316318035126,-0.18878215551376343,0.03688015788793564,0.9658001661300659,0.22566231340169907,0.6591506898403168,0.5323117896914482
325,"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",1,1,1,True,True,False,-2.3911845684051514,2.326023817062378,-2.0259687900543213,2.0012850761413574,4.717208385467529,4.027253866195679,0.3652157783508301,0.3247387409210205
